LotArea,Neighborhood,OverallQuality,YearBuilt,Material,BasementSize,CentralAir,HouseSize,SalePrice
8846.0,College Creek,5.0,1996.0,Vinyl Siding,870.0,True,914.0,148000
11143.0,Somerset,8.0,2004.0,Cement Board,1580.0,True,2466.0,340000
11394.0,Stone Brook,9.0,2010.0,Vinyl Siding,1856.0,True,1856.0,394432
8123.0,Gilbert,6.0,2000.0,,982.0,True,1800.0,179000
5000.0,South & West of Iowa State University,5.0,1924.0,Brick Face,1026.0,True,1691.0,127000
7200.0,Somerset,7.0,2006.0,,1293.0,True,1301.0,187750
9245.0,College Creek,7.0,,Vinyl Siding,,True,1797.0,213500
9000.0,Sawyer West,6.0,,Wood Siding,784.0,False,784.0,76000
53107.0,Clear Creek,6.0,1992.0,Hard Board,1580.0,True,1953.0,240000
3182.0,Bloomington Heights,8.0,2004.0,Vinyl Siding,1256.0,True,1269.0,192000
8410.0,Edwards,5.0,1910.0,Wood Siding,658.0,True,1184.0,81000
7200.0,Edwards,6.0,1976.0,Metal Siding,1041.0,True,1125.0,125000
9382.0,College Creek,7.0,1999.0,Vinyl Siding,1468.0,True,1479.0,191000
12474.0,Northridge Heights,10.0,2007.0,Vinyl Siding,1682.0,True,2332.0,426000
8405.0,Edwards,5.0,1900.0,Metal Siding,861.0,True,1367.0,119000
,Mitchell,6.0,2001.0,Vinyl Siding,,True,1961.0,215000
8339.0,North Ames,5.0,1959.0,Metal Siding,,True,882.0,106500
7446.0,Brookside,4.0,1941.0,Wood Shingles,788.0,True,788.0,100000
10134.0,Old Town,5.0,1940.0,,735.0,True,1034.0,109000
9571.0,Edwards,5.0,1956.0,Wood Siding,1144.0,True,1144.0,129000
7200.0,,5.0,1972.0,Metal Siding,894.0,True,894.0,123000
7590.0,North Ames,5.0,1962.0,Vinyl Siding,864.0,True,1812.0,169500
8967.0,Iowa DOT and Rail Road,5.0,1920.0,Metal Siding,961.0,True,1077.0,67000
,Somerset,7.0,2006.0,Cement Board,1092.0,True,1550.0,241000
14963.0,Veenker,8.0,1996.0,Brick Face,1260.0,True,1288.0,245500
8767.0,College Creek,7.0,2005.0,Vinyl Siding,1310.0,True,1310.0,164990
12090.0,Northridge,8.0,1998.0,Vinyl Siding,1141.0,True,2263.0,258000
9991.0,Sawyer,,1976.0,Plywood,1281.0,True,1620.0,150000
10480.0,South & West of Iowa State University,6.0,1936.0,Metal Siding,1064.0,True,1639.0,115000
15576.0,Crawford,6.0,1915.0,Wood Siding,840.0,True,1680.0,177000
14154.0,Northridge Heights,7.0,2006.0,Vinyl Siding,1063.0,True,2172.0,280000
10800.0,Somerset,8.0,2007.0,Vinyl Siding,1034.0,True,2078.0,339750
9571.0,Edwards,5.0,1958.0,Brick,1276.0,True,1276.0,60000
34650.0,Gilbert,5.0,1955.0,Wood Siding,1056.0,False,1056.0,145000
4403.0,Somerset,7.0,2009.0,Metal Siding,1470.0,,1478.0,222000
8960.0,Old Town,5.0,1927.0,Wood Shingles,1008.0,True,1028.0,115000
11228.0,Sawyer West,7.0,1993.0,Vinyl Siding,1080.0,True,2097.0,228000
7844.0,Sawyer,6.0,1978.0,Hard Board,672.0,True,1400.0,149500
22420.0,Crawford,6.0,1918.0,Wood Siding,1370.0,False,2624.0,239000
8160.0,Edwards,5.0,1940.0,Metal Siding,756.0,False,1134.0,126000
8450.0,North Ames,5.0,1968.0,Vinyl Siding,1056.0,True,1056.0,142000
7060.0,Mitchell,7.0,1997.0,Vinyl Siding,1344.0,True,1344.0,206300
16635.0,Northwest Ames,6.0,,Cement Board,1602.0,True,1602.0,215000
21750.0,Mitchell,,1954.0,Hard Board,988.0,True,988.0,113000
,Northridge,8.0,1998.0,Vinyl Siding,1470.0,True,2630.0,315000
9000.0,North Ames,6.0,1956.0,Wood Siding,1196.0,True,1196.0,139000
3378.0,Old Town,7.0,1946.0,Hard Board,651.0,True,1389.0,135000
12800.0,Sawyer West,7.0,1989.0,Wood Siding,1518.0,True,1644.0,275000
8593.0,North Ames,4.0,1957.0,Metal Siding,907.0,True,907.0,109008
6762.0,College Creek,7.0,2007.0,Vinyl Siding,1208.0,True,1208.0,195400
11457.0,Timberland,6.0,1988.0,Hard Board,,True,1412.0,175000
1680.0,Briardale,6.0,1971.0,Hard Board,483.0,True,987.0,85400
5586.0,Old Town,6.0,1920.0,Metal Siding,901.0,True,1198.0,79900
1920.0,Briardale,5.0,1971.0,Hard Board,765.0,True,1365.0,122500
10839.0,Gilbert,6.0,1997.0,Vinyl Siding,926.0,True,1604.0,181000
1890.0,Meadow Village,4.0,1972.0,Cement Board,630.0,True,630.0,81000
10667.0,College Creek,7.0,1996.0,Vinyl Siding,799.0,True,1661.0,212000
4400.0,Old Town,6.0,1920.0,Stucco,648.0,,1118.0,116000
6000.0,Brookside,6.0,1926.0,Wood Siding,884.0,True,904.0,119000
4280.0,Crawford,5.0,1913.0,Wood Shingles,440.0,False,694.0,90350
12354.0,Edwards,6.0,1920.0,Wood Siding,,True,1196.0,110000
15431.0,Northridge Heights,10.0,2008.0,Vinyl Siding,3094.0,,2402.0,555000
6240.0,Brookside,5.0,1930.0,Metal Siding,1078.0,True,1573.0,162900
3922.0,Bloomington Heights,,2006.0,Wood Shingles,1258.0,True,1258.0,172500
8750.0,College Creek,7.0,1994.0,Vinyl Siding,915.0,True,1908.0,210000
9855.0,Edwards,6.0,1956.0,Wood Siding,1436.0,True,1689.0,127500
16492.0,North Ames,6.0,1966.0,Brick Face,1517.0,True,1888.0,190000
11214.0,Gilbert,7.0,1998.0,Vinyl Siding,930.0,True,1886.0,199900
8600.0,Iowa DOT and Rail Road,6.0,1937.0,Metal Siding,780.0,True,1376.0,119500
6000.0,Old Town,3.0,1948.0,Metal Siding,649.0,True,1183.0,120000
5684.0,Old Town,6.0,,Wood Siding,813.0,True,813.0,110000
70761.0,Clear Creek,7.0,1975.0,Plywood,1533.0,True,1533.0,280000
9303.0,Timberland,6.0,1996.0,Vinyl Siding,872.0,True,1756.0,204000
9000.0,Somerset,8.0,2008.0,Vinyl Siding,768.0,True,1590.0,210000
9297.0,Mitchell,5.0,1976.0,Plywood,1728.0,True,1728.0,188000
9600.0,Northwest Ames,7.0,1973.0,Hard Board,1242.0,True,1242.0,175500
4571.0,Old Town,5.0,1916.0,Asbestos Shingles,624.0,False,1344.0,98000
53227.0,Clear Creek,4.0,1954.0,Plywood,,True,1663.0,256000
5100.0,,8.0,1925.0,Stucco,588.0,True,1666.0,161000
7015.0,Brookside,5.0,1950.0,,709.0,True,1203.0,110000
,Somerset,8.0,2009.0,Vinyl Siding,832.0,True,1935.0,263435
7200.0,South & West of Iowa State University,7.0,1936.0,Wood Siding,560.0,True,1135.0,155000
8281.0,Sawyer,5.0,1965.0,Metal Siding,864.0,True,864.0,62383
11988.0,Crawford,6.0,1934.0,Stucco,715.0,True,1660.0,188700
8430.0,College Creek,5.0,1978.0,Hard Board,1040.0,True,1040.0,124000
3072.0,Bloomington Heights,7.0,2004.0,Vinyl Siding,1375.0,True,1414.0,178740
10628.0,North Ames,7.0,1970.0,Plywood,1277.0,True,1277.0,167000
9480.0,North Ames,5.0,1942.0,Metal Siding,728.0,True,1644.0,146500
11428.0,Northridge Heights,8.0,2006.0,Vinyl Siding,1626.0,True,1634.0,250000
9291.0,,6.0,1993.0,Hard Board,832.0,,1710.0,187000
6820.0,Stone Brook,8.0,1985.0,Hard Board,1488.0,True,1502.0,212000
11952.0,Northwest Ames,7.0,1977.0,Wood Shingles,808.0,True,1969.0,190000
3675.0,Edwards,6.0,2005.0,Vinyl Siding,547.0,True,1072.0,148000
14977.0,Northridge Heights,8.0,2006.0,Vinyl Siding,,True,1976.0,440000
5330.0,Stone Brook,8.0,2000.0,Cement Board,1494.0,True,1652.0,251000
,Sawyer,,1963.0,Hard Board,970.0,True,970.0,132500
13125.0,College Creek,6.0,1997.0,Vinyl Siding,1478.0,True,1493.0,208900
13693.0,Northridge Heights,,2006.0,Vinyl Siding,2153.0,True,2643.0,380000
5925.0,Old Town,4.0,1937.0,Stucco,907.0,True,1131.0,89471
16033.0,Northridge Heights,,2004.0,Vinyl Siding,1833.0,True,1850.0,326000
11846.0,Northridge Heights,9.0,2003.0,Vinyl Siding,1792.0,,1792.0,374000
2500.0,Old Town,7.0,1915.0,Stucco,910.0,True,1826.0,155000
4500.0,Mitchell,6.0,1998.0,Vinyl Siding,1216.0,True,1216.0,164000
7758.0,Sawyer,5.0,1962.0,,999.0,True,999.0,132500
,North Ames,5.0,1950.0,Metal Siding,1113.0,True,1113.0,147000
10289.0,North Ames,5.0,1965.0,Metal Siding,1073.0,True,1073.0,156000
12243.0,Northwest Ames,5.0,,,1484.0,True,1484.0,175000
10800.0,Old Town,5.0,,Wood Siding,954.0,False,2414.0,160000
1526.0,Meadow Village,4.0,1970.0,Cement Board,630.0,True,630.0,86000
2665.0,Meadow Village,5.0,1976.0,Cement Board,264.0,True,1304.0,115000
9490.0,North Ames,6.0,1941.0,Wood Siding,806.0,True,1578.0,133000
15578.0,Gilbert,6.0,2006.0,Vinyl Siding,728.0,True,1456.0,172785
7931.0,North Ames,5.0,1960.0,Brick Face,1269.0,True,1269.0,155000
,Old Town,5.0,1938.0,Metal Siding,190.0,True,886.0,91300
7879.0,,4.0,1920.0,Wood Siding,720.0,False,720.0,34900
12692.0,Northridge,8.0,1992.0,Brick Face,3200.0,True,3228.0,430000
9120.0,,7.0,1925.0,Wood Siding,1026.0,True,1820.0,184000
7800.0,Sawyer,5.0,1967.0,Hard Board,864.0,True,899.0,130000
7535.0,North Ames,5.0,1958.0,Metal Siding,912.0,True,912.0,120000
1890.0,Briardale,6.0,1973.0,Hard Board,672.0,True,1218.0,113000
9803.0,Somerset,7.0,2005.0,Vinyl Siding,866.0,True,1768.0,226700
9170.0,,5.0,1965.0,Metal Siding,1214.0,True,1214.0,140000
15602.0,Crawford,7.0,1959.0,Brick Face,1501.0,True,1801.0,289000
9554.0,Sawyer West,8.0,1993.0,Vinyl Siding,777.0,True,1911.0,215000
7862.0,Somerset,6.0,2009.0,Vinyl Siding,1218.0,True,1218.0,208300
9600.0,Old Town,7.0,1928.0,Metal Siding,689.0,True,1378.0,161000
9600.0,North Ames,5.0,1959.0,Metal Siding,1041.0,True,1041.0,124500
14559.0,North Ames,5.0,1951.0,Wood Siding,1008.0,True,1363.0,164900
6792.0,Northridge Heights,7.0,2005.0,Vinyl Siding,1368.0,True,1368.0,202665
9187.0,Mitchell,6.0,1983.0,,1084.0,True,1080.0,134000
10594.0,Crawford,5.0,1926.0,Wood Siding,768.0,False,789.0,96500
10448.0,Northwest Ames,,1972.0,Hard Board,689.0,True,2119.0,158000
10208.0,Northridge,7.0,1996.0,Vinyl Siding,1264.0,True,2344.0,265000
9531.0,College Creek,6.0,1998.0,Vinyl Siding,,True,1796.0,211000
10918.0,Crawford,7.0,1926.0,,1276.0,True,2080.0,234000
10800.0,Old Town,4.0,1900.0,Metal Siding,0.0,False,1294.0,106250
11988.0,North Ames,6.0,1957.0,Vinyl Siding,1244.0,True,1244.0,150000
7500.0,Somerset,7.0,2005.0,,1257.0,True,1266.0,176000
13300.0,North Ames,5.0,1956.0,Wood Siding,928.0,True,928.0,132000
14948.0,Northridge Heights,9.0,2008.0,Vinyl Siding,1452.0,True,2713.0,446261
9098.0,Edwards,4.0,,Wood Siding,528.0,True,605.0,86000
32668.0,Crawford,6.0,1957.0,Wood Siding,2035.0,True,2515.0,200624
10200.0,Timberland,6.0,,Hard Board,1461.0,,1509.0,175000
6155.0,Brookside,6.0,1920.0,Wood Siding,611.0,True,1362.0,128000
7200.0,North Ames,5.0,1955.0,Vinyl Siding,0.0,True,827.0,107500
5000.0,Brookside,1.0,1946.0,Vinyl Siding,0.0,False,334.0,39300
9056.0,Gilbert,,2004.0,Vinyl Siding,707.0,True,1414.0,178000
7000.0,Edwards,5.0,1910.0,Metal Siding,1117.0,True,1347.0,107500
,College Creek,7.0,1998.0,Vinyl Siding,880.0,True,1724.0,188000
,North Ames,4.0,1972.0,Metal Siding,864.0,True,864.0,111250
11553.0,,5.0,1968.0,Plywood,1051.0,True,1159.0,158000
,College Creek,8.0,2001.0,Vinyl Siding,1581.0,True,1601.0,272000
,Timberland,9.0,2006.0,Vinyl Siding,1838.0,True,1838.0,315000
10140.0,Northwest Ames,7.0,1998.0,Vinyl Siding,1650.0,True,1680.0,213250
4058.0,North Ames,7.0,1998.0,Metal Siding,723.0,True,767.0,133000
17104.0,Gilbert,7.0,2006.0,Vinyl Siding,654.0,True,1496.0,179665
13837.0,Northwest Ames,7.0,1988.0,Hard Board,1204.0,True,2183.0,229000
7244.0,Mitchell,5.0,1970.0,Vinyl Siding,768.0,,768.0,129500
8235.0,Old Town,5.0,1955.0,,825.0,True,825.0,125000
9375.0,Somerset,7.0,2003.0,Vinyl Siding,912.0,True,2094.0,263000
4043.0,Northpark Villa,6.0,1977.0,Plywood,1069.0,True,1069.0,140000
6000.0,Old Town,5.0,1957.0,Brick Face,928.0,True,928.0,112500
11146.0,Northridge Heights,8.0,2006.0,,1709.0,True,1717.0,255500
8777.0,Edwards,,1949.0,Vinyl Siding,0.0,True,1126.0,108000
10625.0,Northridge Heights,7.0,2003.0,Vinyl Siding,998.0,True,2046.0,284000
6380.0,Brookside,5.0,1922.0,,993.0,True,1048.0,113000
14850.0,North Ames,5.0,1957.0,,1092.0,True,1092.0,141000
11040.0,Iowa DOT and Rail Road,4.0,1920.0,Metal Siding,637.0,True,1336.0,108000
21872.0,Gilbert,7.0,,Hard Board,729.0,True,1446.0,175000
3196.0,Bloomington Heights,7.0,2003.0,Vinyl Siding,1374.0,True,1557.0,234000
11341.0,Sawyer,5.0,1957.0,Wood Siding,1392.0,True,1392.0,121500
10010.0,Mitchell,5.0,1974.0,Hard Board,1389.0,,1389.0,170000
13907.0,Edwards,5.0,1940.0,Wood Shingles,996.0,True,996.0,108000
21780.0,Edwards,6.0,1918.0,Wood Siding,1163.0,True,1674.0,185000
13346.0,Northridge,7.0,1992.0,Hard Board,,True,2295.0,268000
6858.0,South & West of Iowa State University,6.0,1915.0,Wood Siding,806.0,False,1647.0,128000
11198.0,Stone Brook,9.0,2005.0,,1122.0,True,2504.0,325000
10171.0,Northridge Heights,7.0,2004.0,Vinyl Siding,1517.0,True,1535.0,214000
12327.0,Sawyer West,8.0,1983.0,Wood Siding,1496.0,True,2132.0,316600
7032.0,North Ames,5.0,1979.0,Metal Siding,943.0,True,943.0,135960
13101.0,,5.0,1965.0,Hard Board,,True,1728.0,142600
,North Ames,6.0,1959.0,Wood Shingles,864.0,True,864.0,120000
13159.0,Timberland,,2009.0,Vinyl Siding,846.0,True,1692.0,224500
9967.0,Gilbert,7.0,2000.0,Vinyl Siding,384.0,True,1430.0,170000
10500.0,North Ames,5.0,1971.0,Metal Siding,372.0,True,1109.0,139000
8480.0,North Ames,5.0,1947.0,Metal Siding,832.0,True,1216.0,118500
6292.0,South & West of Iowa State University,7.0,1928.0,Wood Siding,,True,1477.0,145000
11777.0,Sawyer,5.0,1966.0,Vinyl Siding,1164.0,True,1320.0,164500
,Somerset,7.0,2007.0,Vinyl Siding,689.0,True,1392.0,146000
12150.0,Old Town,5.0,1954.0,Metal Siding,1050.0,False,1795.0,131500
14585.0,North Ames,6.0,1960.0,Wood Siding,1144.0,,1429.0,181900
12704.0,Northridge Heights,8.0,2008.0,Vinyl Siding,2042.0,True,2042.0,253293
11841.0,Edwards,6.0,1990.0,Hard Board,816.0,True,816.0,118500
13500.0,Old Town,10.0,1893.0,Wood Siding,1237.0,,2775.0,325000
6120.0,,4.0,1935.0,Asbestos Shingles,884.0,True,1573.0,133000
11443.0,Timberland,8.0,2005.0,Vinyl Siding,1868.0,True,2028.0,369900
10267.0,Brookside,6.0,1918.0,Stucco,816.0,True,838.0,130000
8740.0,Sawyer,5.0,1982.0,Hard Board,840.0,True,860.0,137000
25095.0,Clear Creek,5.0,1968.0,Wood Siding,1437.0,True,1473.0,143000
9100.0,Brookside,5.0,1930.0,Vinyl Siding,742.0,True,935.0,79500
8320.0,,7.0,2004.0,Vinyl Siding,770.0,True,1582.0,185900
13478.0,,10.0,2008.0,Cement Board,1722.0,True,2296.0,451950
6600.0,Mitchell,5.0,1982.0,Hard Board,816.0,True,816.0,138000
4435.0,College Creek,6.0,2003.0,Vinyl Siding,848.0,True,848.0,140000
7990.0,College Creek,5.0,1975.0,Hard Board,924.0,True,924.0,110000
11302.0,Stone Brook,8.0,2005.0,Vinyl Siding,1814.0,True,1826.0,319000
3600.0,Old Town,6.0,1910.0,Vinyl Siding,684.0,False,1368.0,114504
3922.0,Bloomington Heights,7.0,2006.0,Vinyl Siding,1258.0,True,1402.0,194201
12984.0,Crawford,5.0,1977.0,Plywood,1430.0,True,1647.0,217500
1950.0,Bluestem,6.0,1980.0,Metal Siding,716.0,True,1556.0,151000
,Northridge Heights,8.0,2005.0,Vinyl Siding,1058.0,True,1904.0,275000
9000.0,Iowa DOT and Rail Road,6.0,1937.0,Wood Siding,780.0,True,1375.0,141000
10041.0,Sawyer West,8.0,1992.0,Hard Board,908.0,True,1915.0,220000
3182.0,Somerset,7.0,2004.0,Metal Siding,600.0,True,1200.0,151000
12803.0,College Creek,7.0,2002.0,Vinyl Siding,1494.0,True,1494.0,221000
13600.0,North Ames,7.0,1965.0,Hard Board,768.0,True,1986.0,205000
12464.0,College Creek,5.0,1996.0,Vinyl Siding,1040.0,True,1040.0,152000
7800.0,Edwards,5.0,1948.0,Metal Siding,896.0,,2008.0,225000
12168.0,Crawford,8.0,1934.0,Brick Face,965.0,True,3194.0,359100
7943.0,Sawyer,4.0,1961.0,Vinyl Siding,1029.0,True,1029.0,118500
11050.0,College Creek,9.0,2000.0,Vinyl Siding,,True,2153.0,313000
10395.0,Northwest Ames,6.0,1978.0,Hard Board,1032.0,True,1032.0,148000
11885.0,College Creek,8.0,2001.0,Vinyl Siding,1299.0,True,1872.0,261500
8402.0,Mitchell,,2007.0,Vinyl Siding,1120.0,True,1120.0,147000
8800.0,North Ames,6.0,1963.0,Metal Siding,936.0,True,1054.0,137500
7861.0,Gilbert,6.0,2002.0,Vinyl Siding,783.0,True,1509.0,183200
7227.0,North Ames,6.0,1954.0,Metal Siding,832.0,True,832.0,105500
11694.0,,9.0,2007.0,Cement Board,1822.0,True,1828.0,314813
12244.0,Timberland,8.0,2003.0,,1482.0,True,2262.0,305000
8248.0,Edwards,3.0,1914.0,Stucco,864.0,False,864.0,67000
10800.0,Northwest Ames,6.0,1974.0,Hard Board,,True,2614.0,240000
7064.0,Sawyer,5.0,1977.0,Plywood,980.0,True,980.0,135000
2117.0,Somerset,6.0,2000.0,Metal Siding,756.0,True,1512.0,168500
10400.0,Northwest Ames,6.0,1972.0,Vinyl Siding,732.0,True,1790.0,165150
10000.0,North Ames,6.0,1962.0,Wood Siding,1116.0,True,1116.0,160000
12342.0,North Ames,5.0,1960.0,Wood Siding,978.0,True,1422.0,139900
9600.0,North Ames,6.0,1955.0,Asbestos Shingles,1156.0,True,1520.0,153000
11606.0,North Ames,5.0,1969.0,Plywood,1040.0,True,2080.0,135000
9020.0,North Ames,6.0,1964.0,Plywood,1248.0,True,1350.0,168500
9000.0,Old Town,5.0,1880.0,Vinyl Siding,636.0,True,1750.0,124000
4590.0,Northridge Heights,8.0,2006.0,Vinyl Siding,1554.0,True,1554.0,209500
11900.0,Northwest Ames,7.0,1977.0,Plywood,1386.0,True,1411.0,82500
9250.0,North Ames,5.0,1954.0,Wood Siding,1056.0,True,1056.0,139400
6979.0,Old Town,6.0,1980.0,Plywood,,True,1056.0,144000
10896.0,South & West of Iowa State University,6.0,1914.0,Vinyl Siding,1440.0,True,3395.0,200000
6120.0,Brookside,2.0,1936.0,Asbestos Shingles,264.0,False,800.0,60000
6000.0,Old Town,5.0,1954.0,Wood Siding,811.0,True,1387.0,93000
8777.0,Edwards,5.0,1910.0,Metal Siding,796.0,True,796.0,85000
3982.0,Bloomington Heights,8.0,2006.0,Vinyl Siding,1520.0,,1567.0,264561
12677.0,Northridge Heights,8.0,2003.0,Metal Siding,1518.0,True,1518.0,274000
7050.0,Somerset,7.0,2001.0,Vinyl Siding,,True,1929.0,226000
10793.0,Northwest Ames,5.0,1969.0,Wood Shingles,780.0,True,1620.0,152000
9187.0,Somerset,9.0,2009.0,Cement Board,1766.0,True,1766.0,370878
10530.0,North Ames,6.0,,Plywood,981.0,True,981.0,143250
7200.0,North Ames,5.0,1950.0,Metal Siding,0.0,,1048.0,98300
10452.0,Edwards,6.0,1953.0,Wood Siding,1094.0,True,1094.0,155000
7700.0,North Ames,6.0,1966.0,Metal Siding,756.0,True,1839.0,155000
1936.0,Meadow Village,4.0,1970.0,Cement Board,630.0,,630.0,84500
8125.0,Somerset,7.0,2007.0,Cement Board,813.0,,1665.0,205950
9084.0,Edwards,4.0,1940.0,Metal Siding,755.0,True,1510.0,108000
8750.0,College Creek,7.0,1996.0,Vinyl Siding,880.0,True,1716.0,191000
10320.0,Iowa DOT and Rail Road,6.0,1906.0,Metal Siding,756.0,True,1469.0,135000
10437.0,Northridge,8.0,1995.0,Metal Siding,2109.0,True,2113.0,350000
1680.0,Briardale,6.0,1971.0,Hard Board,525.0,True,1092.0,88000
10007.0,North Ames,5.0,1959.0,Hard Board,1053.0,True,1053.0,145500
7200.0,Crawford,7.0,1931.0,Stucco,776.0,True,1502.0,149000
17503.0,North Ames,6.0,1948.0,Vinyl Siding,912.0,True,1458.0,97500
9937.0,Edwards,5.0,1964.0,Metal Siding,1486.0,True,1486.0,167000
12384.0,Northwest Ames,7.0,1976.0,Plywood,793.0,True,1935.0,197900
46589.0,Northridge,8.0,1994.0,Vinyl Siding,1629.0,True,2448.0,402000
13560.0,North Ames,6.0,1968.0,Wood Siding,1392.0,True,1392.0,110000
10012.0,Edwards,4.0,1972.0,Plywood,1138.0,True,1181.0,137500
20896.0,Somerset,,2005.0,Vinyl Siding,2077.0,,2097.0,423000
,Gilbert,8.0,2000.0,,1406.0,True,1936.0,230500
18450.0,North Ames,6.0,1965.0,Plywood,,True,2380.0,129000
8125.0,Sawyer West,6.0,1994.0,Hard Board,1408.0,True,1679.0,193500
11600.0,,4.0,1922.0,Metal Siding,700.0,True,1180.0,137500
8633.0,College Creek,6.0,2005.0,Vinyl Siding,738.0,True,1476.0,173500
6629.0,Edwards,6.0,1925.0,Wood Siding,672.0,False,1369.0,103600
11250.0,Veenker,6.0,1977.0,Plywood,1208.0,True,1208.0,165000
14442.0,Crawford,6.0,1957.0,Cement Board,1477.0,True,1839.0,257500
9200.0,North Ames,6.0,1965.0,Hard Board,1136.0,True,1136.0,140000
2289.0,Northpark Villa,,1978.0,Plywood,,True,1441.0,148500
,,4.0,1900.0,Asbestos Shingles,1095.0,False,1774.0,87000
9022.0,Old Town,5.0,1924.0,Vinyl Siding,768.0,True,792.0,109500
,Stone Brook,8.0,2008.0,Vinyl Siding,2046.0,True,2046.0,372500
9945.0,Sawyer,5.0,1961.0,Wood Siding,988.0,True,988.0,128500
8012.0,Sawyer West,6.0,1980.0,Plywood,923.0,True,923.0,143000
4500.0,South & West of Iowa State University,5.0,1932.0,Vinyl Siding,793.0,True,1520.0,159434
2887.0,Clear Creek,6.0,,Wood Siding,1291.0,True,1291.0,173000
11248.0,College Creek,9.0,2002.0,,1626.0,True,1668.0,285000
16770.0,Northridge,7.0,1998.0,Vinyl Siding,1195.0,True,1839.0,221000
5062.0,,7.0,1984.0,Hard Board,1190.0,True,2090.0,207500
10207.0,Somerset,7.0,2007.0,Vinyl Siding,874.0,True,1761.0,227875
5105.0,Somerset,,2004.0,Metal Siding,551.0,True,1102.0,148800
,Stone Brook,8.0,2007.0,Metal Siding,1419.0,True,1419.0,392000
7577.0,Northridge Heights,6.0,2005.0,Vinyl Siding,1362.0,,1362.0,194700
4426.0,College Creek,6.0,2004.0,Vinyl Siding,848.0,True,848.0,141000
26178.0,,7.0,1989.0,Metal Siding,1210.0,True,2519.0,335000
5400.0,Old Town,,1921.0,Metal Siding,,True,1073.0,108480
6120.0,Brookside,5.0,1936.0,Wood Siding,927.0,True,1539.0,141500
13811.0,Timberland,6.0,1987.0,Hard Board,1112.0,True,1137.0,176000
6000.0,Brookside,5.0,1921.0,Wood Siding,616.0,True,616.0,89000
6420.0,Edwards,,1952.0,Wood Siding,980.0,True,1148.0,123500
8450.0,Sawyer,,1965.0,Metal Siding,894.0,True,894.0,138500
4282.0,Somerset,7.0,2004.0,Metal Siding,1391.0,True,1391.0,196000
14331.0,Timberland,8.0,2002.0,Vinyl Siding,1800.0,True,1800.0,312500
9600.0,Northwest Ames,7.0,1969.0,Hard Board,1164.0,True,1164.0,140000
12438.0,,8.0,2006.0,Vinyl Siding,1234.0,True,2576.0,361919
7630.0,Old Town,5.0,1900.0,Wood Siding,360.0,True,1812.0,140000
8400.0,College Creek,7.0,2004.0,Vinyl Siding,1473.0,True,1484.0,213000
5600.0,Iowa DOT and Rail Road,4.0,1930.0,Vinyl Siding,0.0,False,1092.0,55000
115149.0,Clear Creek,7.0,1971.0,Plywood,1643.0,True,1824.0,302000
6240.0,Northridge Heights,8.0,2006.0,Metal Siding,1324.0,True,1324.0,254000
,Sawyer,5.0,1966.0,Hard Board,876.0,True,904.0,109900
4130.0,Brookside,3.0,1935.0,Vinyl Siding,270.0,,729.0,52000
8712.0,Iowa DOT and Rail Road,4.0,1900.0,Metal Siding,859.0,,1178.0,102776
4671.0,Stone Brook,8.0,,,1228.0,,1228.0,189000
9873.0,Brookside,4.0,1970.0,Hard Board,960.0,False,960.0,129000
13517.0,Sawyer,6.0,1976.0,Hard Board,725.0,True,1479.0,130500
10140.0,Northwest Ames,6.0,1974.0,Hard Board,1064.0,True,1350.0,165000
10800.0,Old Town,7.0,1890.0,Wood Siding,718.0,,2554.0,159500
10000.0,Northwest Ames,5.0,1973.0,Hard Board,1176.0,True,1178.0,157000
10542.0,Northridge,7.0,1993.0,Wood Siding,1311.0,True,2418.0,341000
9920.0,College Creek,5.0,1969.0,Hard Board,971.0,True,971.0,128500
6563.0,Stone Brook,8.0,1985.0,,1742.0,True,1742.0,275000
4426.0,College Creek,6.0,2004.0,Vinyl Siding,848.0,True,848.0,143000
8120.0,North Ames,4.0,1970.0,Metal Siding,864.0,True,864.0,124500
8172.0,Edwards,4.0,,Metal Siding,941.0,True,1470.0,135000
13286.0,Edwards,9.0,2007.0,Cement Board,1698.0,True,1698.0,320000
6960.0,North Ames,4.0,1970.0,Hard Board,864.0,True,864.0,120500
21695.0,Crawford,6.0,1988.0,Wood Siding,880.0,True,1680.0,222000
11475.0,North Ames,5.0,1958.0,Vinyl Siding,,True,1776.0,110000
6240.0,Iowa DOT and Rail Road,4.0,1925.0,Metal Siding,780.0,True,1208.0,103000
5389.0,Stone Brook,8.0,1995.0,Cement Board,1595.0,True,1616.0,236500
9590.0,Timberland,7.0,2003.0,Vinyl Siding,868.0,True,1146.0,187500
11404.0,College Creek,7.0,1998.0,Vinyl Siding,1153.0,True,2031.0,222500
,Sawyer,5.0,1961.0,Hard Board,864.0,True,1144.0,131400
8978.0,Sawyer,5.0,1968.0,Plywood,948.0,True,948.0,108000
10800.0,Old Town,7.0,1914.0,Wood Siding,,False,1768.0,163000
8544.0,North Ames,3.0,1950.0,Stucco,0.0,False,1040.0,93500
10463.0,Gilbert,8.0,2005.0,,893.0,True,1801.0,239900
9313.0,College Creek,7.0,2004.0,Vinyl Siding,864.0,True,1728.0,190000
9600.0,Old Town,5.0,1910.0,Wood Siding,264.0,True,1432.0,132000
6768.0,Sawyer,6.0,1961.0,Hard Board,912.0,True,912.0,142000
8450.0,Sawyer West,7.0,2000.0,Vinyl Siding,1349.0,True,1349.0,179000
