House ID,LotArea,Neighborhood,OverallQual,YearBuilt,Exterior1st,TotalBsmtSF,CentralAir,GrLivArea,SalePrice
House 422,16259.0,Northridge Heights,9.0,2006.0,Vinyl Siding,1249.0,True,2596.0,342643
House 423,12099.0,Northridge Heights,8.0,2004.0,,1136.0,True,2468.0,354000
House 424,10380.0,Sawyer West,7.0,1986.0,Plywood,1502.0,True,2730.0,301000
House 425,5820.0,Old Town,3.0,1955.0,Vinyl Siding,1162.0,True,1163.0,126175
House 426,11275.0,North Ames,,1967.0,Wood Siding,710.0,True,2978.0,242000
House 427,5000.0,Iowa DOT and Rail Road,5.0,1941.0,Metal Siding,720.0,False,803.0,87000
House 428,10846.0,Veenker,8.0,1993.0,Brick Face,1719.0,True,1719.0,324000
House 429,11600.0,North Ames,6.0,1960.0,Wood Siding,1383.0,True,1383.0,145250
House 430,11888.0,Brookside,6.0,1916.0,Wood Siding,844.0,False,2134.0,214500
House 431,6402.0,Iowa DOT and Rail Road,5.0,1920.0,Wood Siding,596.0,False,1192.0,78000
House 432,10624.0,North Ames,,1964.0,Hard Board,1728.0,True,1728.0,119000
House 433,8176.0,North Ames,5.0,1958.0,Wood Siding,,True,1056.0,139000
House 434,10655.0,Northridge Heights,8.0,2003.0,Vinyl Siding,3206.0,True,1629.0,284000
House 435,8198.0,Northridge Heights,,2004.0,Vinyl Siding,1358.0,True,1358.0,207000
House 436,,Gilbert,6.0,1998.0,Vinyl Siding,943.0,True,1638.0,192000
House 437,164660.0,Timberland,5.0,1965.0,Plywood,,True,1786.0,228950
House 438,14157.0,Stone Brook,9.0,2005.0,Vinyl Siding,1922.0,,1922.0,377426
House 439,9135.0,College Creek,7.0,2002.0,Vinyl Siding,1536.0,True,1536.0,214000
House 440,14145.0,Northwest Ames,7.0,1984.0,Wood Siding,1208.0,True,1621.0,202500
House 441,12400.0,North Ames,6.0,1958.0,Wood Siding,1215.0,True,1215.0,155000
House 442,,Timberland,8.0,,Vinyl Siding,967.0,True,1908.0,202900
House 443,,Sawyer West,4.0,1950.0,Wood Siding,721.0,True,841.0,82000
House 444,8544.0,North Ames,3.0,1949.0,Stucco,0.0,False,1040.0,87500
House 445,8849.0,Northridge Heights,9.0,2005.0,Metal Siding,1684.0,True,1684.0,266000
House 446,2592.0,Meadow Village,5.0,1976.0,Cement Board,536.0,True,1112.0,85000
House 447,6435.0,Brookside,6.0,1939.0,Metal Siding,972.0,,1577.0,140200
House 448,12772.0,North Ames,6.0,,Metal Siding,958.0,True,958.0,151500
House 449,17600.0,North Ames,6.0,1960.0,Wood Siding,1478.0,True,1478.0,157500
House 450,2448.0,Northridge Heights,7.0,2003.0,Vinyl Siding,,True,1626.0,154000
House 451,20431.0,Northridge Heights,9.0,2005.0,Cement Board,1848.0,True,2728.0,437154
House 452,7820.0,,9.0,2007.0,Metal Siding,1869.0,True,1869.0,318061
House 453,5271.0,Clear Creek,7.0,1986.0,Wood Siding,1453.0,True,1453.0,190000
House 454,9084.0,Edwards,5.0,1941.0,Vinyl Siding,616.0,False,1111.0,95000
House 455,8520.0,Old Town,6.0,1928.0,Vinyl Siding,,True,720.0,105900
House 456,8400.0,South & West of Iowa State University,6.0,1940.0,Wood Siding,940.0,True,,140000
House 457,11249.0,College Creek,6.0,1995.0,Vinyl Siding,1200.0,True,1200.0,177500
House 458,9248.0,Gilbert,6.0,1992.0,Hard Board,1158.0,True,1167.0,173000
House 459,4224.0,Meadow Village,5.0,1976.0,Cement Board,1142.0,True,1142.0,134000
House 460,6930.0,Clear Creek,5.0,1958.0,Wood Siding,1062.0,True,1352.0,130000
House 461,12011.0,Northridge,8.0,1998.0,Vinyl Siding,1086.0,True,,280000
House 462,7540.0,Mitchell,6.0,,,,True,912.0,156000
House 463,9144.0,Brookside,5.0,1940.0,Metal Siding,883.0,True,1505.0,145000
House 464,,Edwards,7.0,2003.0,Hard Board,0.0,True,1922.0,198500
House 465,1680.0,Briardale,,1972.0,Hard Board,483.0,True,987.0,118000
House 466,18800.0,Northwest Ames,,,Hard Board,796.0,True,1574.0,190000
House 467,10690.0,,5.0,1920.0,Vinyl Siding,672.0,True,1344.0,147000
House 468,9500.0,North Ames,6.0,1963.0,Plywood,1394.0,True,1394.0,159000
House 469,9150.0,,6.0,1962.0,Plywood,1099.0,True,1431.0,165000
House 470,7800.0,North Ames,5.0,1954.0,Hard Board,1268.0,True,1268.0,132000
House 471,9830.0,North Ames,5.0,1959.0,Wood Siding,1063.0,True,1287.0,162000
House 472,8121.0,Gilbert,6.0,2000.0,Vinyl Siding,953.0,True,1664.0,172400
House 473,17120.0,Clear Creek,4.0,1959.0,Wood Shingles,0.0,True,1588.0,134432
House 474,7175.0,Sawyer West,6.0,1984.0,Plywood,744.0,True,752.0,125000
House 475,10634.0,North Ames,5.0,1953.0,Metal Siding,608.0,True,1319.0,123000
House 476,8200.0,College Creek,7.0,2003.0,Vinyl Siding,847.0,True,1928.0,219500
House 477,10020.0,Edwards,1.0,1922.0,Wood Siding,683.0,False,,61000
House 478,8846.0,College Creek,5.0,1996.0,Vinyl Siding,870.0,True,914.0,148000
House 479,11143.0,Somerset,8.0,2004.0,Cement Board,1580.0,True,2466.0,340000
House 480,11394.0,Stone Brook,9.0,2010.0,Vinyl Siding,1856.0,True,1856.0,394432
House 481,8123.0,Gilbert,6.0,2000.0,,982.0,True,1800.0,179000
House 482,5000.0,South & West of Iowa State University,5.0,1924.0,Brick Face,1026.0,True,1691.0,127000
House 483,7200.0,Somerset,7.0,2006.0,,1293.0,True,1301.0,187750
House 484,9245.0,College Creek,7.0,,Vinyl Siding,,True,1797.0,213500
House 485,9000.0,Sawyer West,6.0,,Wood Siding,784.0,False,784.0,76000
House 486,53107.0,Clear Creek,6.0,1992.0,Hard Board,1580.0,True,1953.0,240000
House 487,3182.0,Bloomington Heights,8.0,2004.0,Vinyl Siding,1256.0,True,1269.0,192000
House 488,8410.0,Edwards,5.0,1910.0,Wood Siding,658.0,True,1184.0,81000
House 489,7200.0,Edwards,6.0,1976.0,Metal Siding,1041.0,True,1125.0,125000
House 490,9382.0,College Creek,7.0,1999.0,Vinyl Siding,1468.0,True,1479.0,191000
House 491,12474.0,Northridge Heights,10.0,2007.0,Vinyl Siding,1682.0,True,2332.0,426000
House 492,8405.0,Edwards,5.0,1900.0,Metal Siding,861.0,True,1367.0,119000
House 493,,Mitchell,6.0,2001.0,Vinyl Siding,,True,1961.0,215000
House 494,8339.0,North Ames,5.0,1959.0,Metal Siding,,True,882.0,106500
House 495,7446.0,Brookside,4.0,1941.0,Wood Shingles,788.0,True,788.0,100000
House 496,10134.0,Old Town,5.0,1940.0,,735.0,True,1034.0,109000
House 497,9571.0,Edwards,5.0,1956.0,Wood Siding,1144.0,True,1144.0,129000
House 498,7200.0,,5.0,1972.0,Metal Siding,894.0,True,894.0,123000
House 499,7590.0,North Ames,5.0,1962.0,Vinyl Siding,864.0,True,1812.0,169500
House 500,8967.0,Iowa DOT and Rail Road,5.0,1920.0,Metal Siding,961.0,True,1077.0,67000
House 501,,Somerset,7.0,2006.0,Cement Board,1092.0,True,1550.0,241000
House 502,14963.0,Veenker,8.0,1996.0,Brick Face,1260.0,True,1288.0,245500
House 503,8767.0,College Creek,7.0,2005.0,Vinyl Siding,1310.0,True,1310.0,164990
House 504,10200.0,Sawyer,5.0,1940.0,Wood Siding,672.0,True,,108000
House 505,12090.0,Northridge,8.0,1998.0,Vinyl Siding,1141.0,True,2263.0,258000
House 506,10364.0,Gilbert,6.0,1995.0,Metal Siding,806.0,True,,168000
House 507,9991.0,Sawyer,,1976.0,Plywood,1281.0,True,1620.0,150000
House 508,10480.0,South & West of Iowa State University,6.0,1936.0,Metal Siding,1064.0,True,1639.0,115000
House 509,15576.0,Crawford,6.0,1915.0,Wood Siding,840.0,True,1680.0,177000
House 510,14154.0,Northridge Heights,7.0,2006.0,Vinyl Siding,1063.0,True,2172.0,280000
House 511,10800.0,Somerset,8.0,2007.0,Vinyl Siding,1034.0,True,2078.0,339750
House 512,9571.0,Edwards,5.0,1958.0,Brick,1276.0,True,1276.0,60000
House 513,34650.0,Gilbert,5.0,1955.0,Wood Siding,1056.0,False,1056.0,145000
House 514,4403.0,Somerset,7.0,2009.0,Metal Siding,1470.0,,1478.0,222000
House 515,8960.0,Old Town,5.0,1927.0,Wood Shingles,1008.0,True,1028.0,115000
House 516,11228.0,Sawyer West,7.0,1993.0,Vinyl Siding,1080.0,True,2097.0,228000
House 517,8899.0,Gilbert,7.0,2007.0,Vinyl Siding,1340.0,True,,181134
House 518,7844.0,Sawyer,6.0,1978.0,Hard Board,672.0,True,1400.0,149500
House 519,22420.0,Crawford,6.0,1918.0,Wood Siding,1370.0,False,2624.0,239000
House 520,8160.0,Edwards,5.0,1940.0,Metal Siding,756.0,False,1134.0,126000
House 521,8450.0,North Ames,5.0,1968.0,Vinyl Siding,1056.0,True,1056.0,142000
House 522,7060.0,Mitchell,7.0,1997.0,Vinyl Siding,1344.0,True,1344.0,206300
House 523,16635.0,Northwest Ames,6.0,,Cement Board,1602.0,True,1602.0,215000
House 524,21750.0,Mitchell,,1954.0,Hard Board,988.0,True,988.0,113000
House 525,,Northridge,8.0,1998.0,Vinyl Siding,1470.0,True,2630.0,315000
House 526,9000.0,North Ames,6.0,1956.0,Wood Siding,1196.0,True,1196.0,139000
House 527,3378.0,Old Town,7.0,1946.0,Hard Board,651.0,True,1389.0,135000
House 528,12800.0,Sawyer West,7.0,1989.0,Wood Siding,1518.0,True,1644.0,275000
House 529,8593.0,North Ames,4.0,1957.0,Metal Siding,907.0,True,907.0,109008
House 530,6762.0,College Creek,7.0,2007.0,Vinyl Siding,1208.0,True,1208.0,195400
House 531,11457.0,Timberland,6.0,1988.0,Hard Board,,True,1412.0,175000
House 532,1680.0,Briardale,6.0,1971.0,Hard Board,483.0,True,987.0,85400
House 533,5586.0,Old Town,6.0,1920.0,Metal Siding,901.0,True,1198.0,79900
House 534,1920.0,Briardale,5.0,1971.0,Hard Board,765.0,True,1365.0,122500
House 535,10839.0,Gilbert,6.0,1997.0,Vinyl Siding,926.0,True,1604.0,181000
House 536,1890.0,Meadow Village,4.0,1972.0,Cement Board,630.0,True,630.0,81000
House 537,10667.0,College Creek,7.0,1996.0,Vinyl Siding,799.0,True,1661.0,212000
House 538,4400.0,Old Town,6.0,1920.0,Stucco,648.0,,1118.0,116000
House 539,6000.0,Brookside,6.0,1926.0,Wood Siding,884.0,True,904.0,119000
House 540,4280.0,Crawford,5.0,1913.0,Wood Shingles,440.0,False,694.0,90350
House 541,12354.0,Edwards,6.0,1920.0,Wood Siding,,True,1196.0,110000
House 542,15431.0,Northridge Heights,10.0,2008.0,Vinyl Siding,3094.0,,2402.0,555000
House 543,12108.0,Edwards,4.0,1955.0,Vinyl Siding,1440.0,False,,118000
House 544,6240.0,Brookside,5.0,1930.0,Metal Siding,1078.0,True,1573.0,162900
House 545,3922.0,Bloomington Heights,,2006.0,Wood Shingles,1258.0,True,1258.0,172500
House 546,8750.0,College Creek,7.0,1994.0,Vinyl Siding,915.0,True,1908.0,210000
House 547,9855.0,Edwards,6.0,1956.0,Wood Siding,1436.0,True,1689.0,127500
House 548,16492.0,North Ames,6.0,1966.0,Brick Face,1517.0,True,1888.0,190000
House 549,11214.0,Gilbert,7.0,1998.0,Vinyl Siding,930.0,True,1886.0,199900
House 550,8600.0,Iowa DOT and Rail Road,6.0,1937.0,Metal Siding,780.0,True,1376.0,119500
House 551,6000.0,Old Town,3.0,1948.0,Metal Siding,649.0,True,1183.0,120000
House 552,5684.0,Old Town,6.0,,Wood Siding,813.0,True,813.0,110000
House 553,70761.0,Clear Creek,7.0,1975.0,Plywood,1533.0,True,1533.0,280000
House 554,9303.0,Timberland,6.0,1996.0,Vinyl Siding,872.0,True,1756.0,204000
House 555,9000.0,Somerset,8.0,2008.0,Vinyl Siding,768.0,True,1590.0,210000
House 556,9297.0,Mitchell,5.0,1976.0,Plywood,1728.0,True,1728.0,188000
House 557,9600.0,Northwest Ames,7.0,1973.0,Hard Board,1242.0,True,1242.0,175500
House 558,4571.0,Old Town,5.0,1916.0,Asbestos Shingles,624.0,False,1344.0,98000
House 559,53227.0,Clear Creek,4.0,1954.0,Plywood,,True,1663.0,256000
House 560,5100.0,,8.0,1925.0,Stucco,588.0,True,1666.0,161000
House 561,7015.0,Brookside,5.0,1950.0,,709.0,True,1203.0,110000
House 562,,Somerset,8.0,2009.0,Vinyl Siding,832.0,True,1935.0,263435
House 563,7200.0,South & West of Iowa State University,7.0,1936.0,Wood Siding,560.0,True,1135.0,155000
House 564,8281.0,Sawyer,5.0,1965.0,Metal Siding,864.0,True,864.0,62383
House 565,11988.0,Crawford,6.0,1934.0,Stucco,715.0,True,1660.0,188700
House 566,8430.0,College Creek,5.0,1978.0,Hard Board,1040.0,True,1040.0,124000
House 567,3072.0,Bloomington Heights,7.0,2004.0,Vinyl Siding,1375.0,True,1414.0,178740
House 568,10628.0,North Ames,7.0,1970.0,Plywood,1277.0,True,1277.0,167000
House 569,9480.0,North Ames,5.0,1942.0,Metal Siding,728.0,True,1644.0,146500
House 570,11428.0,Northridge Heights,8.0,2006.0,Vinyl Siding,1626.0,True,1634.0,250000
House 571,9291.0,,6.0,1993.0,Hard Board,832.0,,1710.0,187000
House 572,6820.0,Stone Brook,8.0,1985.0,Hard Board,1488.0,True,1502.0,212000
House 573,11952.0,Northwest Ames,7.0,1977.0,Wood Shingles,808.0,True,1969.0,190000
House 574,3675.0,Edwards,6.0,2005.0,Vinyl Siding,547.0,True,1072.0,148000
House 575,14977.0,Northridge Heights,8.0,2006.0,Vinyl Siding,,True,1976.0,440000
House 576,5330.0,Stone Brook,8.0,2000.0,Cement Board,1494.0,True,1652.0,251000
House 577,,Sawyer,,1963.0,Hard Board,970.0,True,970.0,132500
House 578,13125.0,College Creek,6.0,1997.0,Vinyl Siding,1478.0,True,1493.0,208900
House 579,13693.0,Northridge Heights,,2006.0,Vinyl Siding,2153.0,True,2643.0,380000
House 580,10637.0,College Creek,8.0,2007.0,,1705.0,True,,297000
House 581,5925.0,Old Town,4.0,1937.0,Stucco,907.0,True,1131.0,89471
House 582,16033.0,Northridge Heights,,2004.0,Vinyl Siding,1833.0,True,1850.0,326000
House 583,11846.0,Northridge Heights,9.0,2003.0,Vinyl Siding,1792.0,,1792.0,374000
House 584,2500.0,Old Town,7.0,1915.0,Stucco,910.0,True,1826.0,155000
House 585,4500.0,Mitchell,6.0,1998.0,Vinyl Siding,1216.0,True,1216.0,164000
House 586,7758.0,Sawyer,5.0,1962.0,,999.0,True,999.0,132500
House 587,,North Ames,5.0,1950.0,Metal Siding,1113.0,True,1113.0,147000
House 588,10289.0,North Ames,5.0,1965.0,Metal Siding,1073.0,True,1073.0,156000
House 589,12243.0,Northwest Ames,5.0,,,1484.0,True,1484.0,175000
House 590,10800.0,Old Town,5.0,,Wood Siding,954.0,False,2414.0,160000
House 591,1526.0,Meadow Village,4.0,1970.0,Cement Board,630.0,True,630.0,86000
House 592,2665.0,Meadow Village,5.0,1976.0,Cement Board,264.0,True,1304.0,115000
House 593,9490.0,North Ames,6.0,1941.0,Wood Siding,806.0,True,1578.0,133000
House 594,15578.0,Gilbert,6.0,2006.0,Vinyl Siding,728.0,True,1456.0,172785
House 595,7931.0,North Ames,5.0,1960.0,Brick Face,1269.0,True,1269.0,155000
House 596,,Old Town,5.0,1938.0,Metal Siding,190.0,True,886.0,91300
House 597,7879.0,,4.0,1920.0,Wood Siding,720.0,False,720.0,34900
House 598,12692.0,Northridge,8.0,1992.0,Brick Face,3200.0,True,3228.0,430000
House 599,9120.0,,7.0,1925.0,Wood Siding,1026.0,True,1820.0,184000
House 600,7800.0,Sawyer,5.0,1967.0,Hard Board,864.0,True,899.0,130000
House 601,7535.0,North Ames,5.0,1958.0,Metal Siding,912.0,True,912.0,120000
House 602,1890.0,Briardale,6.0,1973.0,Hard Board,672.0,True,1218.0,113000
House 603,9803.0,Somerset,7.0,2005.0,Vinyl Siding,866.0,True,1768.0,226700
House 604,9170.0,,5.0,1965.0,Metal Siding,1214.0,True,1214.0,140000
House 605,15602.0,Crawford,7.0,1959.0,Brick Face,1501.0,True,1801.0,289000
House 606,2308.0,Northpark Villa,6.0,1974.0,Plywood,855.0,True,,147000
House 607,7596.0,Old Town,5.0,1952.0,Wood Siding,960.0,True,,124500
House 608,9554.0,Sawyer West,8.0,1993.0,Vinyl Siding,777.0,True,1911.0,215000
House 609,7862.0,Somerset,6.0,2009.0,Vinyl Siding,1218.0,True,1218.0,208300
House 610,9600.0,Old Town,7.0,1928.0,Metal Siding,689.0,True,1378.0,161000
House 611,9600.0,North Ames,5.0,1959.0,Metal Siding,1041.0,True,1041.0,124500
House 612,14559.0,North Ames,5.0,1951.0,Wood Siding,1008.0,True,1363.0,164900
House 613,6792.0,Northridge Heights,7.0,2005.0,Vinyl Siding,1368.0,True,1368.0,202665
House 614,9100.0,North Ames,5.0,1958.0,Vinyl Siding,864.0,True,,129900
House 615,9187.0,Mitchell,6.0,1983.0,,1084.0,True,1080.0,134000
House 616,10594.0,Crawford,5.0,1926.0,Wood Siding,768.0,False,789.0,96500
House 617,12220.0,Northridge Heights,10.0,2009.0,Cement Board,2006.0,True,,402861
House 618,10448.0,Northwest Ames,,1972.0,Hard Board,689.0,True,2119.0,158000
House 619,10208.0,Northridge,7.0,1996.0,Vinyl Siding,1264.0,True,2344.0,265000
House 620,9531.0,College Creek,6.0,1998.0,Vinyl Siding,,True,1796.0,211000
House 621,10918.0,Crawford,7.0,1926.0,,1276.0,True,2080.0,234000
House 622,10800.0,Old Town,4.0,1900.0,Metal Siding,0.0,False,1294.0,106250
House 623,11988.0,North Ames,6.0,1957.0,Vinyl Siding,1244.0,True,1244.0,150000
House 624,5000.0,Brookside,6.0,1947.0,Cement Board,,True,,159000
House 626,11787.0,Northridge,7.0,1996.0,Vinyl Siding,1379.0,True,,315750
House 627,7500.0,Somerset,7.0,2005.0,,1257.0,True,1266.0,176000
House 628,13300.0,North Ames,5.0,1956.0,Wood Siding,928.0,True,928.0,132000
House 629,14948.0,Northridge Heights,9.0,2008.0,Vinyl Siding,1452.0,True,2713.0,446261
House 630,9098.0,Edwards,4.0,,Wood Siding,528.0,True,605.0,86000
House 631,32668.0,Crawford,6.0,1957.0,Wood Siding,2035.0,True,2515.0,200624
House 632,10200.0,Timberland,6.0,,Hard Board,1461.0,,1509.0,175000
House 633,6155.0,Brookside,6.0,1920.0,Wood Siding,611.0,True,1362.0,128000
House 634,7200.0,North Ames,5.0,1955.0,Vinyl Siding,0.0,True,827.0,107500
House 635,5000.0,Brookside,1.0,1946.0,Vinyl Siding,0.0,False,334.0,39300
House 636,9056.0,Gilbert,,2004.0,Vinyl Siding,707.0,True,1414.0,178000
House 637,7000.0,Edwards,5.0,1910.0,Metal Siding,1117.0,True,1347.0,107500
House 638,,College Creek,7.0,1998.0,Vinyl Siding,880.0,True,1724.0,188000
House 639,,North Ames,4.0,1972.0,Metal Siding,864.0,True,864.0,111250
House 640,11553.0,,5.0,1968.0,Plywood,1051.0,True,1159.0,158000
House 641,,College Creek,8.0,2001.0,Vinyl Siding,1581.0,True,1601.0,272000
House 642,,Timberland,9.0,2006.0,Vinyl Siding,1838.0,True,1838.0,315000
House 643,11000.0,Northridge,8.0,2000.0,Vinyl Siding,969.0,,,248000
House 644,10140.0,Northwest Ames,7.0,1998.0,Vinyl Siding,1650.0,True,1680.0,213250
House 645,4058.0,North Ames,7.0,1998.0,Metal Siding,723.0,True,767.0,133000
House 646,17104.0,Gilbert,7.0,2006.0,Vinyl Siding,654.0,True,1496.0,179665
House 647,13837.0,Northwest Ames,7.0,1988.0,Hard Board,1204.0,True,2183.0,229000
House 648,8737.0,Brookside,6.0,1923.0,Brick Face,1065.0,True,,210000
House 649,7244.0,Mitchell,5.0,1970.0,Vinyl Siding,768.0,,768.0,129500
House 650,8235.0,Old Town,5.0,1955.0,,825.0,True,825.0,125000
House 651,9375.0,Somerset,7.0,2003.0,Vinyl Siding,912.0,True,2094.0,263000
House 652,4043.0,Northpark Villa,6.0,1977.0,Plywood,1069.0,True,1069.0,140000
House 653,6000.0,Old Town,5.0,1957.0,Brick Face,928.0,True,928.0,112500
House 654,11146.0,Northridge Heights,8.0,2006.0,,1709.0,True,1717.0,255500
House 655,8777.0,Edwards,,1949.0,Vinyl Siding,0.0,True,1126.0,108000
House 656,10625.0,Northridge Heights,7.0,2003.0,Vinyl Siding,998.0,True,2046.0,284000
House 657,6380.0,Brookside,5.0,1922.0,,993.0,True,1048.0,113000
House 658,14850.0,North Ames,5.0,1957.0,,1092.0,True,1092.0,141000
House 659,11040.0,Iowa DOT and Rail Road,4.0,1920.0,Metal Siding,637.0,True,1336.0,108000
House 660,21872.0,Gilbert,7.0,,Hard Board,729.0,True,1446.0,175000
House 661,3196.0,Bloomington Heights,7.0,2003.0,Vinyl Siding,1374.0,True,1557.0,234000
House 662,11341.0,Sawyer,5.0,1957.0,Wood Siding,1392.0,True,1392.0,121500
House 663,10010.0,Mitchell,5.0,1974.0,Hard Board,1389.0,,1389.0,170000
House 664,13907.0,Edwards,5.0,1940.0,Wood Shingles,996.0,True,996.0,108000
House 665,21780.0,Edwards,6.0,1918.0,Wood Siding,1163.0,True,1674.0,185000
House 666,13346.0,Northridge,7.0,1992.0,Hard Board,,True,2295.0,268000
House 667,6858.0,South & West of Iowa State University,6.0,1915.0,Wood Siding,806.0,False,1647.0,128000
House 668,11198.0,Stone Brook,9.0,2005.0,,1122.0,True,2504.0,325000
House 669,10171.0,Northridge Heights,7.0,2004.0,Vinyl Siding,1517.0,True,1535.0,214000
House 670,12327.0,Sawyer West,8.0,1983.0,Wood Siding,1496.0,True,2132.0,316600
House 671,7032.0,North Ames,5.0,1979.0,Metal Siding,943.0,True,943.0,135960
House 672,13101.0,,5.0,1965.0,Hard Board,,True,1728.0,142600
House 673,,North Ames,6.0,1959.0,Wood Shingles,864.0,True,864.0,120000
House 674,13159.0,Timberland,,2009.0,Vinyl Siding,846.0,True,1692.0,224500
House 675,9967.0,Gilbert,7.0,2000.0,Vinyl Siding,384.0,True,1430.0,170000
House 676,10500.0,North Ames,5.0,1971.0,Metal Siding,372.0,True,1109.0,139000
House 677,8480.0,North Ames,5.0,1947.0,Metal Siding,832.0,True,1216.0,118500
House 678,6292.0,South & West of Iowa State University,7.0,1928.0,Wood Siding,,True,1477.0,145000
House 679,11777.0,Sawyer,5.0,1966.0,Vinyl Siding,1164.0,True,1320.0,164500
House 680,,Somerset,7.0,2007.0,Vinyl Siding,689.0,True,1392.0,146000
House 681,12150.0,Old Town,5.0,1954.0,Metal Siding,1050.0,False,1795.0,131500
House 682,14585.0,North Ames,6.0,1960.0,Wood Siding,1144.0,,1429.0,181900
House 683,12704.0,Northridge Heights,8.0,2008.0,Vinyl Siding,2042.0,True,2042.0,253293
House 684,11841.0,Edwards,6.0,1990.0,Hard Board,816.0,True,816.0,118500
House 685,13500.0,Old Town,10.0,1893.0,Wood Siding,1237.0,,2775.0,325000
House 686,6120.0,,4.0,1935.0,Asbestos Shingles,884.0,True,1573.0,133000
House 687,11443.0,Timberland,8.0,2005.0,Vinyl Siding,1868.0,True,2028.0,369900
House 688,10267.0,Brookside,6.0,1918.0,Stucco,816.0,True,838.0,130000
House 689,8740.0,Sawyer,5.0,1982.0,Hard Board,840.0,True,860.0,137000
House 690,25095.0,Clear Creek,5.0,1968.0,Wood Siding,1437.0,True,1473.0,143000
House 691,9100.0,Brookside,5.0,1930.0,Vinyl Siding,742.0,True,935.0,79500
House 692,8320.0,,7.0,2004.0,Vinyl Siding,770.0,True,1582.0,185900
House 693,13478.0,,10.0,2008.0,Cement Board,1722.0,True,2296.0,451950
House 694,6600.0,Mitchell,5.0,1982.0,Hard Board,816.0,True,816.0,138000
House 695,4435.0,College Creek,6.0,2003.0,Vinyl Siding,848.0,True,848.0,140000
House 696,7990.0,College Creek,5.0,1975.0,Hard Board,924.0,True,924.0,110000
House 697,11302.0,Stone Brook,8.0,2005.0,Vinyl Siding,1814.0,True,1826.0,319000
House 698,3600.0,Old Town,6.0,1910.0,Vinyl Siding,684.0,False,1368.0,114504
House 699,3922.0,Bloomington Heights,7.0,2006.0,Vinyl Siding,1258.0,True,1402.0,194201
House 700,12984.0,Crawford,5.0,1977.0,Plywood,1430.0,True,1647.0,217500
House 701,1950.0,Bluestem,6.0,1980.0,Metal Siding,716.0,True,1556.0,151000
House 702,,Northridge Heights,8.0,2005.0,Vinyl Siding,1058.0,True,1904.0,275000
House 703,9000.0,Iowa DOT and Rail Road,6.0,1937.0,Wood Siding,780.0,True,1375.0,141000
House 704,10041.0,Sawyer West,8.0,1992.0,Hard Board,908.0,True,1915.0,220000
House 705,3182.0,Somerset,7.0,2004.0,Metal Siding,600.0,True,1200.0,151000
House 706,12803.0,College Creek,7.0,2002.0,Vinyl Siding,1494.0,True,1494.0,221000
House 707,13600.0,North Ames,7.0,1965.0,Hard Board,768.0,True,1986.0,205000
House 708,12464.0,College Creek,5.0,1996.0,Vinyl Siding,1040.0,True,1040.0,152000
House 709,7800.0,Edwards,5.0,1948.0,Metal Siding,896.0,,2008.0,225000
House 710,12168.0,Crawford,8.0,1934.0,Brick Face,965.0,True,3194.0,359100
House 711,7943.0,Sawyer,4.0,1961.0,Vinyl Siding,1029.0,True,1029.0,118500
House 712,11050.0,College Creek,9.0,2000.0,Vinyl Siding,,True,2153.0,313000
House 713,10395.0,Northwest Ames,6.0,1978.0,Hard Board,1032.0,True,1032.0,148000
House 714,11885.0,College Creek,8.0,2001.0,Vinyl Siding,1299.0,True,1872.0,261500
House 715,8402.0,Mitchell,,2007.0,Vinyl Siding,1120.0,True,1120.0,147000
House 716,1491.0,Meadow Village,4.0,1972.0,Cement Board,630.0,True,,75500
House 717,8800.0,North Ames,6.0,1963.0,Metal Siding,936.0,True,1054.0,137500
House 718,7861.0,Gilbert,6.0,2002.0,Vinyl Siding,783.0,True,1509.0,183200
House 719,7227.0,North Ames,6.0,1954.0,Metal Siding,832.0,True,832.0,105500
House 720,11694.0,,9.0,2007.0,Cement Board,1822.0,True,1828.0,314813
House 721,12244.0,Timberland,8.0,2003.0,,1482.0,True,2262.0,305000
House 722,8248.0,Edwards,3.0,1914.0,Stucco,864.0,False,864.0,67000
House 723,10800.0,Northwest Ames,6.0,1974.0,Hard Board,,True,2614.0,240000
House 724,7064.0,Sawyer,5.0,1977.0,Plywood,980.0,True,980.0,135000
House 725,2117.0,Somerset,6.0,2000.0,Metal Siding,756.0,True,1512.0,168500
House 726,10400.0,Northwest Ames,6.0,1972.0,Vinyl Siding,732.0,True,1790.0,165150
House 727,10000.0,North Ames,6.0,1962.0,Wood Siding,1116.0,True,1116.0,160000
House 728,12342.0,North Ames,5.0,1960.0,Wood Siding,978.0,True,1422.0,139900
House 729,9600.0,North Ames,6.0,1955.0,Asbestos Shingles,1156.0,True,1520.0,153000
House 730,11606.0,North Ames,5.0,1969.0,Plywood,1040.0,True,2080.0,135000
House 731,9020.0,North Ames,6.0,1964.0,Plywood,1248.0,True,1350.0,168500
House 732,9000.0,Old Town,5.0,1880.0,Vinyl Siding,636.0,True,1750.0,124000
House 733,4590.0,Northridge Heights,8.0,2006.0,Vinyl Siding,1554.0,True,1554.0,209500
House 734,11900.0,Northwest Ames,7.0,1977.0,Plywood,1386.0,True,1411.0,82500
House 735,9250.0,North Ames,5.0,1954.0,Wood Siding,1056.0,True,1056.0,139400
House 736,6979.0,Old Town,6.0,1980.0,Plywood,,True,1056.0,144000
House 737,10896.0,South & West of Iowa State University,6.0,1914.0,Vinyl Siding,1440.0,True,3395.0,200000
